species;family;male;female;tot_adult;subadult_male;subadult_female;tot_subadult;juvenil;individuals_immatur;tot_individuals;month;year;date;trapnum;succession;ycoor;xcoor;latitude;longitude;height;tot_plants;mean_t;mean_k;mean_l;mean_f;mean_r;mean_n;mean_w;mean_h;mean_d
Tapinocybainsecta;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Glyphesisservulus;Linyphiidae;7;1;8;0;0;0;0;0;8;Mai;2019;01.-31.05.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Clubionagermanica;Clubionidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Tenuiphantesflavipes;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Hahniapusilla;Hahniidae;4;0;4;0;0;0;0;0;4;Mai;2019;01.-31.05.2019;Sel29;S3;2603356;1197051;46.92454;7.48269;509;15;3,6;2,8;2,9;3,4;3,5;3,2;2,2;3,4;1,8
Trochosaspinipalpis;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Trochosaterricola;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Pardosasaltans;Lycosidae;8;0;8;0;0;0;0;0;8;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Pardosaamentata;Lycosidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Piratulahygrophila;Lycosidae;4;0;4;0;0;0;0;0;4;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;Lycosidae;0;0;0;0;1;1;1;2;2;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Pachygnathalisteri;Tetragnathidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
Robertuslividus;Theridiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel30;S3;2603297;1196955;46.92368;7.48192;508;15;3,6;2,9;2,9;3,5;3,6;3,2;2,2;3,8;1,8
NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Mai;2019;01.-31.05.2019;Sel31;S2;2602930;1196842;46.92266;7.4771;506;9;3,5;2,9;3;3,3;3,7;3,4;2,9;3,4;1,4
Trochosaterricola;Lycosidae;3;2;5;0;0;0;0;0;5;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Pardosahortensis;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Pardosaamentata;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Piratulahygrophila;Lycosidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Lycosidae;0;0;0;0;1;1;4;5;5;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Phrurolithidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
NA;Liocranidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Tegenariasilvestris;Agelenidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Trachyzelotespedestris;Gnaphosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Liocranoecastriata;Liocranidae;7;0;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Drassylluspusillus;Gnaphosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Euryopisflavomaculata;Theridiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Hahniapusilla;Hahniidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Ceratinellascabrosa;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel32;S2;2602683;1196862;46.92285;7.47385;508;21;3,6;2,9;2,9;3,3;3,6;3,2;2,2;2,8;1,8
Trochosaruricola;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Trochosaterricola;Lycosidae;3;0;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Pardosasaltans;Lycosidae;1;1;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Pardosahortensis;Lycosidae;4;6;10;0;0;0;0;0;10;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Lycosidae;0;0;0;0;1;1;3;4;4;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Clubionidae;0;0;0;0;2;2;0;2;2;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
NA;Salticidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Liocranoecastriata;Liocranidae;7;0;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Clubionalutescens;Clubionidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Phrurolithusfestivus;Phrurolithidae;1;1;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Zelotesapricorum;Gnaphosidae;0;2;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Euryopisflavomaculata;Theridiidae;8;0;8;0;0;0;0;0;8;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Ceratinellascabrosa;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel33;S2;2602733;1196847;46.92271;7.47451;508;20;3,5;3;3;3,5;3,5;3,3;2,3;3,3;1,7
Trochosaruricola;Lycosidae;9;1;10;0;0;0;0;0;10;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Trochosaterricola;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Pardosahortensis;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Phrurolithusfestivus;Phrurolithidae;2;2;4;0;0;0;0;0;4;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
NA;Lycosidae;0;0;0;1;0;1;3;4;4;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
NA;Linyphiidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Mermessustrilobatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Drassylluspusillus;Gnaphosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Alopecosapulverulenta;Lycosidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel34;S1;2602792;1196833;46.92258;7.47528;507;17;3,5;2,9;3,4;3,7;3,6;3,4;2,6;2,8;1,4
Trochosaterricola;Lycosidae;4;3;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Lycosidae;0;0;0;0;2;2;0;2;2;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
Mermessustrilobatus;Linyphiidae;2;1;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Linyphiidae;0;0;0;1;0;1;0;1;1;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
Phrurolithusfestivus;Phrurolithidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
Zelotesexiguus;Gnaphosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Theridiidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel35;S1;2602835;1196849;46.92273;7.47585;508;24;3,5;2,9;3;3,4;3,5;3,4;2,1;2,9;1,8
NA;Lycosidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
NA;Linyphiidae;0;0;0;0;1;1;0;1;1;Mai;2019;01.-31.05.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Pardosaamentata;Lycosidae;1;2;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Ozyptilapraticola;Thomisidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Balluschalybeius;Salticidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Clubionapallidula;Clubionidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel36;S3;2603242;1196874;46.92295;7.48119;507;10;3,8;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Pachygnathaclercki;Tetragnathidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
Trochosaruricola;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
Pardosaamentata;Lycosidae;4;0;4;0;0;0;0;0;4;Mai;2019;01.-31.05.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
NA;Lycosidae;0;0;0;0;0;0;3;3;3;Mai;2019;01.-31.05.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
NA;Theridiidae;0;0;0;1;0;1;0;1;1;Mai;2019;01.-31.05.2019;Sel37;S3;2602920;1196850;46.92274;7.47697;507;9;3,6;2,9;3,1;3,6;3,6;3,4;3;3,2;1
Pardosahortensis;Lycosidae;2;1;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Pardosatenuipes;Lycosidae;3;0;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Piratapiraticus;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Alopecosapulverulenta;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Oedothoraxretusus;Linyphiidae;5;2;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Linyphiidae;0;0;0;0;0;0;3;3;3;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Haplodrassussignifer;Gnaphosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
NA;Theridiidae;0;0;0;1;0;1;0;1;1;Mai;2019;01.-31.05.2019;Sel38;S1;2602974;1196926;46.92342;7.47767;507;16;3,5;2,9;3,2;3,2;3,5;3,6;2,6;3,1;1,6
Trochosaruricola;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Pardosahortensis;Lycosidae;4;0;4;0;0;0;0;0;4;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Pardosatenuipes;Lycosidae;2;1;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Pardosasaltans;Lycosidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Pardosaamentata;Lycosidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;Lycosidae;0;0;0;1;0;1;0;1;1;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Mermessustrilobatus;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Oedothoraxretusus;Linyphiidae;32;19;51;0;0;0;0;0;51;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
NA;Linyphiidae;0;0;0;0;0;0;7;7;7;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Haplodrassussignifer;Gnaphosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Zelotesexiguus;Gnaphosidae;1;1;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel39;S1;2603004;1196943;46.92357;7.47807;507;17;3,7;3,1;3,5;2,9;3,5;3,3;1,8;2,8;2,3
Pardosahortensis;Lycosidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
NA;Linyphiidae;0;0;0;0;0;0;2;2;2;Mai;2019;01.-31.05.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Oedothoraxretusus;Linyphiidae;2;5;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Ozyptilapraticola;Thomisidae;5;0;5;0;0;0;0;0;5;Mai;2019;01.-31.05.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Clubionacomta;Clubionidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Robertuslividus;Theridiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel40;S3;2603167;1197047;46.92451;7.48021;507;15;3,5;2,7;3;3,8;3,5;3,5;2,8;3,4;1,3
Trochosaterricola;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Pardosahortensis;Lycosidae;5;2;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Pardosasaltans;Lycosidae;14;2;16;0;0;0;0;0;16;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Diplostylaconcolor;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Euryopisflavomaculata;Theridiidae;3;0;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Liocranoecastriata;Liocranidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
NA;Theridiidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Tisovagans;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Nesticuscellulanus;Nesticidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel41;S2;2603243;1197086;46.92486;7.48121;508;16;3,5;2,9;2,8;3,3;3,3;3,3;2;3,3;2,3
Trochosaspinipalpis;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Pardosasaltans;Lycosidae;3;3;6;0;0;0;0;0;6;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Pardosahortensis;Lycosidae;2;1;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Lycosidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Clubionidae;0;0;0;0;0;0;1;1;1;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Mermessustrilobatus;Linyphiidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Centromerussylvaticus;Linyphiidae;0;1;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Ozyptilapraticola;Thomisidae;3;0;3;0;0;0;0;0;3;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Phrurolithusfestivus;Phrurolithidae;1;3;4;0;0;0;0;0;4;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Liocranoecastriata;Liocranidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Diplocephaluslatifrons;Linyphiidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Tapinocybainsecta;Linyphiidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
NA;Theridiidae;0;0;0;0;0;0;3;3;3;Mai;2019;01.-31.05.2019;Sel42;S3;2603273;1197083;46.92483;7.4816;507;9;3,5;3;2,9;3,4;3,1;3,4;2,4;3,4;1,8
Trochosaspinipalpis;Lycosidae;1;0;1;0;0;0;0;0;1;Mai;2019;01.-31.05.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Pardosasaltans;Lycosidae;7;0;7;0;0;0;0;0;7;Mai;2019;01.-31.05.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
Piratulahygrophila;Lycosidae;2;0;2;0;0;0;0;0;2;Mai;2019;01.-31.05.2019;Sel43;S3;2603139;1196978;46.92389;7.47984;507;14;3,6;2,9;3;3,6;3,5;3,2;2,9;3,6;1,4
